N,P,K,temperature,humidity,ph,rainfall,label
21,51,21,28.662557,85.848428,7.655349,60.842566,mungbean
45,60,80,20.850395,18.503283,7.375833,96.015691,chickpea
42,61,46,33.506692,98.851121,6.420302,144.199257,papaya
102,29,19,26.417483,65.844532,7.259791,175.708331,coffee
81,45,36,22.879712,82.168987,6.18263,214.614627,rice
115,21,38,29.14799,96.047053,6.747544,19.96613,muskmelon
82,47,36,26.915916,84.835676,5.589943,241.593629,rice
82,46,43,23.933032,76.010314,6.756204,216.229783,jute
118,48,18,23.182294,74.890565,6.933604,68.161301,cotton
22,59,22,26.464718,54.080625,4.949109,147.018114,pigeonpeas
40,66,19,28.676473,53.371503,7.716871,69.8639,blackgram
95,21,52,28.604282,94.104014,6.571766,12.8667,muskmelon
22,21,31,28.357362,95.268272,6.07502,136.569259,coconut
84,45,43,25.984545,81.363387,6.306345,283.376384,rice
23,20,14,22.98814,89.826567,6.442189,109.199256,orange
19,23,24,31.865439,42.201112,5.701066,99.998458,mango
17,38,21,28.603792,58.085359,6.085307,79.610528,mango
86,20,62,27.8223,88.543754,5.516732,17.153881,muskmelon
88,29,41,24.856298,76.385655,6.857502,246.154892,rice
26,126,209,26.221045,97.159776,5.942308,106.364425,apple
16,51,21,30.415679,82.836473,6.713603,35.349782,mungbean
42,78,38,35.598526,94.125135,6.230343,140.513981,papaya
95,84,53,28.815184,85.113011,6.063254,77.487318,banana
36,69,19,29.998684,57.533659,7.221262,70.87553,blackgram
101,21,43,30.701641,89.973312,6.160949,31.548757,muskmelon
20,156,185,25.178264,94.925626,5.70819,145.58637,apple
19,17,32,25.126614,98.506451,6.054848,214.9596,coconut
52,55,50,32.587671,92.995043,7.316043,162.369976,papaya
22,65,11,25.151068,58.377333,5.690403,144.13232,pigeonpeas
93,44,23,24.494063,80.774698,5.653155,208.348391,jute
23,148,202,22.21369,84.38646,5.910474,114.425745,apple
18,135,194,20.483707,87.591873,6.524942,130.779755,apple
72,41,20,20.154068,68.466022,5.618967,105.583113,maize
23,41,23,27.940985,85.366778,6.626458,40.543269,mungbean
23,136,200,24.461067,89.656635,5.669925,112.761984,apple
20,84,18,25.682272,64.658171,7.676898,28.527783,lentil
18,134,183,25.978028,85.486224,6.030868,53.18299,grapes
95,47,49,21.629848,75.48647,6.377781,247.521963,rice
93,16,58,24.377998,88.28536,6.499351,49.228319,watermelon
23,69,23,26.947712,67.327733,6.663104,55.757134,lentil
18,130,208,18.774297,99.409179,6.093536,112.153362,apple
25,132,194,20.525876,87.68074,6.136846,59.399963,grapes
36,48,86,20.373688,16.156017,7.326796,88.739088,chickpea
78,42,17,21.799132,68.593328,6.509134,73.526,maize
101,96,39,28.18795,77.190913,5.698147,88.937783,banana
16,66,19,21.297589,24.673362,5.60633,106.229933,kidneybeans
24,18,3,25.810392,98.802882,7.007516,136.458523,orange
17,38,31,29.529751,60.117478,6.631111,94.504621,mango
106,24,25,26.147199,54.73301,6.973957,104.977185,coffee
48,48,45,35.214112,95.159761,6.619913,156.668293,papaya
16,141,216,24.881921,77.649005,5.850443,53.222148,grapes
20,135,201,19.891958,74.740465,6.018373,72.031433,grapes
21,13,27,26.964098,94.098276,6.542047,185.455657,coconut
108,46,19,28.080104,82.58609,6.164145,61.026667,cotton
68,53,48,23.591985,86.314132,6.544654,216.646407,rice
18,71,22,25.584748,44.726957,5.755734,131.067155,pigeonpeas
39,76,18,30.706181,64.08751,6.488075,66.519871,blackgram
32,65,72,19.538349,21.021351,6.549931,82.725391,chickpea
20,65,18,22.079678,74.848402,7.250686,55.641559,lentil
24,83,20,22.122926,27.365904,5.603006,97.720412,kidneybeans
15,143,194,22.300728,86.952088,5.895054,106.433581,apple
24,11,28,18.152047,93.793438,7.062388,96.748224,pomegranate
19,15,40,21.113273,90.717472,5.30963,70.406364,pomegranate
68,48,43,25.784563,75.773504,5.743207,183.674007,jute
88,18,41,26.989035,92.00549,6.079068,21.195724,muskmelon
16,74,26,28.390406,50.702506,5.404851,132.062981,pigeonpeas
79,39,38,24.210467,77.960829,7.501179,163.991858,jute
75,43,24,25.672049,82.818271,7.34076,155.292268,jute
24,34,34,30.69475,30.750917,5.918864,94.972569,mango
16,18,48,21.173865,94.490167,7.21438,135.686193,pomegranate
19,52,17,30.641643,48.439357,7.584816,33.523635,mothbeans
35,72,28,27.096824,54.881889,6.850045,68.188374,blackgram
81,52,49,21.843277,90.832133,5.619165,231.446447,rice
15,60,12,27.173315,74.591836,7.028087,58.212949,lentil
37,55,23,26.938803,63.383067,6.796952,67.164399,blackgram
17,33,22,24.53771,46.329337,6.069765,50.139303,mothbeans
16,126,199,23.533798,86.025644,5.476865,73.911502,grapes
102,13,41,21.470269,89.987219,6.340092,52.571458,watermelon
22,55,26,26.795226,87.901462,6.952982,44.258218,mungbean
112,34,28,24.168215,78.632843,6.74023,57.300808,cotton
50,57,40,34.087597,96.508281,6.613773,148.363339,papaya
98,19,47,21.204998,90.174856,6.576089,47.203755,watermelon
24,23,25,35.441987,56.067085,4.845955,86.521119,mango
115,70,36,29.613421,71.301516,5.818348,167.353623,banana
18,66,16,15.688868,25.588265,6.40995,114.77283,kidneybeans
20,53,11,29.460521,81.779569,7.029113,39.37349,mungbean
104,14,64,31.789683,95.51639,7.044403,25.518331,muskmelon
26,22,21,30.41848,95.946352,5.864274,216.369581,coconut
21,72,24,19.437383,19.551053,5.46594,92.618842,kidneybeans
16,17,40,16.356022,85.527289,5.951562,123.441322,pomegranate
42,68,19,24.931386,70.470905,6.953667,73.140105,blackgram
40,67,17,31.193223,67.953467,7.81033,57.773304,blackgram
114,9,45,21.346333,85.226488,6.608673,66.907957,watermelon
93,80,50,23.565302,74.515494,6.034511,90.259413,banana
17,16,45,20.381846,89.399195,7.199614,137.782847,pomegranate
103,33,31,28.271518,54.929861,6.343769,166.703208,coffee
47,53,56,31.859022,95.800146,6.783141,142.09911,papaya
98,51,44,27.245789,80.185344,7.018674,192.951551,jute
18,17,30,27.927777,90.436156,5.844335,140.338402,coconut
18,18,11,21.645316,86.460027,8.315104,107.177007,orange
26,21,35,28.492798,93.724372,5.219935,170.974031,coconut
91,14,51,23.473927,86.78499,6.838736,56.343472,watermelon
16,130,206,23.620504,93.348066,6.273369,105.76566,apple
53,61,48,34.775952,88.588556,6.362129,144.234694,papaya
94,23,42,26.674629,86.060164,6.321682,20.970221,muskmelon
107,17,45,30.688757,95.212144,6.192626,25.392758,muskmelon
118,42,20,25.73337,86.933734,7.025257,66.639559,cotton
22,128,210,24.368648,82.20983,6.211931,64.373365,grapes
91,41,52,22.89059,85.517743,6.411321,153.226918,jute
76,36,41,26.002873,83.729106,6.839717,168.222121,jute
25,131,207,20.964494,80.57626,6.559151,71.024832,grapes
18,56,16,23.90236,63.150534,6.679095,35.028564,lentil
82,49,37,22.968591,80.569767,6.557781,223.370466,rice
18,24,33,28.081128,43.733676,5.937263,104.34416,mango
18,72,18,24.065682,65.650222,6.658456,42.567941,lentil
22,137,211,21.269908,88.87703,5.425631,116.658291,apple
23,49,17,26.514268,80.219179,6.966508,54.779785,mungbean
15,14,28,28.411078,91.77596,5.492335,188.766903,coconut
92,34,36,23.707866,82.487922,6.219974,254.685498,rice
93,36,9,23.700036,61.183566,5.891507,99.167129,maize
17,24,29,34.978558,51.629028,5.463691,98.309462,mango
19,24,47,20.185813,93.481193,6.024523,120.918642,pomegranate
116,53,23,21.442242,75.047047,6.79825,91.052557,cotton
20,60,11,24.714416,63.386922,7.150574,45.200915,lentil
107,22,51,28.189626,86.281512,6.466747,31.587385,muskmelon
22,20,17,19.257155,87.580468,6.678511,100.605404,orange
15,143,225,22.770897,89.580594,5.794735,49.413854,grapes
14,39,27,31.915405,53.079413,6.404379,71.958435,mothbeans
96,32,35,26.428852,68.915482,6.44629,146.819476,coffee
18,72,14,20.052896,21.302583,5.990123,99.457096,kidneybeans
26,76,21,22.190177,22.579551,5.909561,99.728786,kidneybeans
110,82,46,26.906551,79.726321,6.141458,132.492225,banana
98,18,53,24.996403,95.221479,6.408843,48.692138,watermelon
15,65,26,26.04648,64.352975,7.023317,39.996143,lentil
28,65,21,23.20127,67.071395,6.804707,41.894815,lentil
100,29,35,24.205565,53.821918,7.294648,147.433881,coffee
21,67,17,24.815673,54.008508,6.165509,118.085404,pigeonpeas
53,63,44,34.047847,89.006489,6.706972,149.617271,papaya
48,51,59,29.942038,91.08882,6.683336,143.318173,papaya
23,15,10,22.304168,94.779506,6.729578,129.874805,orange
22,43,24,26.041633,91.808471,6.70566,43.035886,mungbean
77,48,16,20.942748,53.979158,6.999831,60.122735,maize
111,25,52,29.898168,97.248021,6.389807,26.458242,muskmelon
22,31,34,29.941559,45.959759,5.282751,96.258088,mango
96,35,37,23.896111,88.065093,5.825655,270.894913,rice
43,67,21,28.385255,65.70621,7.184564,105.354922,blackgram
63,59,39,23.059678,78.251582,5.738057,260.695118,rice
64,34,25,28.699381,76.274183,6.525564,96.895087,maize
23,134,201,23.839677,84.042403,5.581738,90.991269,grapes
16,77,26,22.86769,56.569672,7.020784,40.525925,lentil
91,64,40,26.896168,80.31602,6.284882,211.918592,jute
109,52,29,27.356083,73.37827,7.241851,70.052564,cotton
97,24,37,28.324416,53.595345,6.738486,155.41442,coffee
96,81,53,29.567166,79.066157,6.507981,62.284003,banana
20,17,28,32.080708,47.074189,5.379825,107.691777,mango
116,15,61,28.15687,81.095962,6.913276,44.485575,watermelon
25,14,7,24.366931,95.333065,7.31027,147.785649,orange
97,18,44,26.059849,88.211191,6.20708,58.813581,watermelon
19,58,21,28.588104,46.079633,7.014782,42.680451,mothbeans
18,72,29,28.631002,48.711469,5.72674,141.866537,pigeonpeas
124,49,23,18.840171,72.332719,7.301932,57.420812,cotton
101,57,13,22.42915,84.639899,7.158418,63.37738,cotton
14,137,188,21.013731,87.537017,5.715843,112.440612,apple
18,54,14,22.571623,21.376407,5.680685,107.400273,kidneybeans
123,51,17,27.369914,76.935962,7.462493,86.634532,cotton
19,31,25,30.214163,38.1387,5.27042,122.114462,mango
71,48,40,21.985545,83.731149,6.624314,268.491537,rice
16,117,192,24.215479,98.621359,6.266627,134.148546,apple
27,130,202,22.662589,77.936018,5.202096,54.170138,grapes
20,112,202,23.299231,92.833998,4.710678,87.687271,apple
39,74,13,29.647478,62.252937,7.198792,68.377899,blackgram
17,22,54,18.3032,89.298949,5.310784,110.853031,pomegranate
46,56,49,33.804041,92.908696,6.923293,139.547473,papaya
62,40,24,20.143782,63.402935,6.520021,65.633111,maize
21,24,22,24.253574,91.439745,6.275652,219.90254,coconut
20,27,31,31.385255,57.657175,5.849372,73.126803,mango
24,131,180,21.634245,92.474842,6.389123,101.643843,apple
29,125,206,27.484582,76.490818,5.762666,87.133111,grapes
23,13,9,23.722661,90.756571,7.185728,121.107977,orange
19,23,39,18.344426,93.570056,6.877479,68.162827,pomegranate
16,57,21,27.291042,45.315265,5.856393,180.772539,pigeonpeas
16,19,40,24.24014,93.307747,6.515238,89.05494,pomegranate
91,87,43,26.969772,86.569107,6.297741,123.045428,banana
99,70,49,27.298398,81.0426,6.164905,84.217777,banana
20,57,16,31.317578,44.517232,7.551857,47.273244,mothbeans
35,63,16,26.734031,61.093906,6.446468,63.050252,blackgram
23,46,24,31.770133,91.246774,6.263143,46.463239,mungbean
50,59,79,21.724441,16.761076,7.480949,65.064097,chickpea
43,62,17,29.671459,66.897588,6.939131,73.232069,blackgram
96,32,28,27.548196,49.471065,6.141795,149.218307,coffee
123,51,26,26.109061,79.297569,6.45084,105.016969,cotton
19,24,30,36.473338,57.121017,6.265029,101.533195,mango
46,47,42,34.606079,96.692472,6.804346,158.997746,papaya
18,13,11,19.592541,86.724284,7.007716,109.553829,orange
109,47,15,23.968719,83.852349,6.878779,74.136676,cotton
16,13,41,15.213582,83.196098,6.411254,108.648835,pomegranate
18,142,196,25.409283,87.606001,5.416456,61.510943,grapes
89,72,56,26.166449,75.008017,5.657728,104.359153,banana
81,49,15,24.350775,60.594897,6.348804,136.201691,maize
22,14,27,29.291882,95.394171,4.986258,151.589362,coconut
21,59,22,26.100689,61.875377,7.556246,82.520567,mothbeans
19,24,37,31.725006,45.495017,5.611698,111.817822,mango
19,20,20,33.133913,53.467747,5.979773,108.815388,mango
23,127,185,20.004543,86.451558,6.303834,82.70853,apple
104,17,56,26.598118,91.738638,6.409711,28.645175,muskmelon
19,65,18,19.524356,63.969312,7.287748,39.685974,lentil
19,11,42,20.916544,87.150328,6.119818,99.127768,pomegranate
99,64,50,29.821349,78.00144,6.064781,122.031821,banana
25,139,208,19.147572,91.6582,5.787956,107.388566,apple
24,21,11,20.117481,94.654013,7.621713,137.395622,orange
40,55,42,34.602695,87.675226,6.670871,159.760281,papaya
18,78,24,22.347238,61.257259,7.283015,18.873874,lentil
117,57,20,26.742647,75.5436,6.817883,102.266511,cotton
95,24,26,24.998653,55.974166,6.53673,211.471031,coffee
17,11,28,25.477056,94.644862,6.075106,200.882573,coconut
19,68,15,26.119189,68.485366,7.243256,44.768636,lentil
15,125,209,22.665727,90.768886,5.853405,122.784236,apple
106,14,48,30.073548,90.532714,6.272259,29.733344,muskmelon
36,62,16,30.772828,72.203286,6.737016,78.895548,blackgram
41,67,15,29.328151,56.403631,7.810835,53.185856,blackgram
22,72,24,28.044285,42.377981,5.667684,133.396017,pigeonpeas
44,71,73,22.450622,13.41909,7.667662,96.008735,chickpea
61,33,40,24.089584,78.682733,6.655437,186.154398,rice
128,52,23,26.692449,79.637003,6.15241,78.91561,cotton
21,53,14,26.433722,47.194842,5.316209,156.779575,pigeonpeas
22,67,22,19.067141,21.214134,5.817656,93.801325,kidneybeans
76,68,15,26.697792,78.621607,6.078565,96.379662,maize
101,77,43,25.2824,77.537948,6.3486,91.779499,banana
71,59,51,26.403126,84.016924,6.467858,223.683212,jute
17,16,4,21.302377,95.153094,8.040992,119.551776,orange
49,54,52,35.876185,89.587374,6.086643,157.064365,papaya
15,23,26,28.467253,90.436316,5.72379,183.284361,coconut
22,45,18,30.172753,49.428161,6.282879,49.393689,mothbeans
86,55,29,21.925112,74.143071,6.292237,257.526268,rice
16,147,220,27.757017,80.656856,5.438146,54.01476,grapes
16,76,30,22.778486,68.505247,6.609303,56.409542,lentil
52,55,55,30.326246,91.390586,6.933485,157.808424,papaya
36,53,78,18.656505,21.540349,7.552325,65.637198,chickpea
41,67,88,18.797213,11.680903,7.804769,67.414015,chickpea
18,127,194,21.411005,87.181409,5.45032,96.413593,apple
104,19,49,23.286007,82.371701,6.960939,46.153714,watermelon
101,55,30,22.973649,87.367645,6.116932,249.314583,rice
46,63,47,30.356055,90.509231,6.271937,148.342726,papaya
17,24,22,26.059359,77.930645,5.56707,57.139809,mungbean
82,40,37,28.681681,78.072063,6.380459,204.26697,jute
40,61,67,31.041282,91.261959,5.690617,136.981294,papaya
17,15,36,26.577686,86.796464,7.720611,115.742536,pomegranate
25,141,197,20.243641,94.031402,6.344301,128.103699,apple
76,42,41,25.839193,82.306199,6.628806,126.122847,jute
37,66,15,27.443875,67.859369,6.390566,63.024477,blackgram
74,44,20,23.001435,65.224368,6.474775,108.812925,maize
13,18,38,18.536661,89.075344,6.752669,117.556787,pomegranate
26,63,12,23.23998,53.276272,5.04674,141.553619,pigeonpeas
100,12,51,25.262139,97.287818,6.518655,20.832857,muskmelon
10,49,17,31.68534,86.077376,6.224415,48.501198,mungbean
41,58,24,30.120606,67.190361,6.896327,61.786911,blackgram
68,41,43,26.776823,86.202382,6.401111,189.900217,jute
22,19,33,27.234226,93.837761,5.866726,204.920099,coconut
44,59,15,29.836145,72.172614,7.100674,70.979902,blackgram
100,40,11,26.808205,79.976323,6.008663,85.636203,cotton
89,14,59,25.496982,86.601439,6.453925,39.169145,watermelon
11,64,17,29.776676,46.689869,5.953196,151.825143,pigeonpeas
95,87,48,27.007814,82.038741,5.661203,134.860062,banana
26,127,201,23.188838,93.794614,5.79497,138.627668,apple
21,127,207,22.479691,88.80886,5.531939,83.456712,apple
15,71,17,24.558381,69.487844,6.406984,39.155083,lentil
44,60,54,36.724136,91.784409,6.484228,146.461353,papaya
21,51,17,30.511849,81.490016,7.151164,50.544937,mungbean
77,48,24,21.309888,65.968966,6.11509,76.310075,maize
23,62,23,26.610605,48.614871,5.836701,154.044808,pigeonpeas
106,34,39,26.310345,54.301121,6.121162,185.041668,coffee
14,15,13,23.969907,92.726827,7.191539,109.455717,orange
17,20,37,24.341078,85.671403,5.950542,120.748535,pomegranate
20,48,12,31.211146,83.556569,6.901793,33.369657,mungbean
88,36,21,27.534733,49.797562,7.040495,205.547872,coffee
93,59,36,22.215593,81.796852,6.42229,268.825746,rice
22,55,25,28.962998,57.37473,7.208561,46.011099,lentil
24,8,31,27.837138,99.806424,5.188565,214.929666,coconut
112,29,32,28.062443,58.323134,7.101675,176.096528,coffee
52,58,22,28.880398,70.700152,6.311804,52.846763,blackgram
24,73,15,23.804802,47.037896,5.714617,158.923984,pigeonpeas
23,123,206,23.778086,78.045884,6.796371,77.146453,grapes
80,15,53,24.674527,83.871807,6.957426,52.06494,watermelon
18,7,11,23.29709,92.637575,6.743107,109.308555,orange
77,47,28,23.370492,83.72845,6.991158,220.451893,rice
19,55,17,19.530249,20.975281,5.803401,104.073537,kidneybeans
36,71,85,20.408583,20.56674,7.583322,86.271723,chickpea
92,29,29,24.697524,60.111323,7.216011,168.853163,coffee
88,70,66,25.678869,79.107831,5.753105,96.572864,banana
15,27,28,31.374783,50.103676,6.833429,75.046606,mango
118,11,52,31.833709,95.496359,6.570269,17.252131,muskmelon
22,10,7,22.557849,97.962241,6.981401,119.001093,orange
80,40,36,25.10593,76.967499,6.257015,205.035426,jute
80,53,39,24.363935,88.415211,6.915889,211.284387,jute
100,13,46,25.883546,93.408314,6.922278,16.222849,muskmelon
22,38,22,29.739478,78.354732,6.737192,44.315039,mungbean
112,39,23,23.340151,79.699585,7.011929,83.979325,cotton
24,128,210,23.364067,82.930087,6.019869,104.879417,apple
105,26,26,24.914482,49.888978,6.815946,178.586703,coffee
19,47,21,28.66901,89.191978,7.069403,38.493767,mungbean
20,64,29,22.874908,77.931785,6.913955,32.244891,lentil
97,20,42,27.152439,89.067574,6.533989,16.296856,muskmelon
81,49,21,28.608539,64.73905,6.38044,106.013088,maize
19,68,23,26.434356,68.263864,6.755061,53.418223,lentil
20,15,31,30.559614,95.515698,6.666784,153.55145,coconut
40,83,78,17.483186,12.458857,6.578744,57.237961,chickpea
23,64,15,21.486958,20.431949,6.323975,114.255089,kidneybeans
103,32,29,26.274536,58.672512,6.83941,153.988875,coffee
97,96,44,25.290591,80.131079,5.866963,120.399375,banana
17,41,25,25.500848,51.208717,6.913611,52.113726,mothbeans
100,16,56,25.391982,78.067164,6.399553,41.278378,watermelon
96,62,48,22.665045,81.815083,5.50828,108.267207,banana
52,50,22,28.585739,62.481509,6.652091,57.094764,blackgram
116,26,33,25.495467,51.163707,7.093925,131.632699,coffee
23,52,20,23.364042,53.558274,5.762217,157.392199,pigeonpeas
82,48,43,27.319063,78.650394,6.348064,195.69438,jute
41,71,10,28.622478,64.470318,7.002468,82.319732,blackgram
24,136,198,22.956441,94.631085,6.262715,76.197212,grapes
26,127,191,25.43365,81.869984,6.232199,56.413042,grapes
45,43,47,29.72538,88.913638,6.091711,150.683204,papaya
20,19,26,30.282246,44.094491,6.144073,107.153901,mango
20,54,17,29.016106,57.004785,7.07791,42.743463,mothbeans
82,41,51,24.410749,77.534786,6.662621,206.75955,rice
18,79,13,21.72641,20.884148,5.788096,116.855578,kidneybeans
22,147,218,23.536626,83.38959,5.504799,67.792109,grapes
97,16,36,26.383396,84.743187,7.144117,41.604348,watermelon
21,14,13,24.722187,85.807664,6.767368,92.889446,orange
109,48,36,25.637915,93.779801,7.127508,70.551706,cotton
17,60,21,20.002695,22.131188,5.596602,101.543989,kidneybeans
11,64,22,29.400523,46.221032,5.635429,172.078015,pigeonpeas
21,84,14,26.277074,51.498676,5.778438,129.353928,pigeonpeas
49,77,83,18.447032,14.121682,7.151117,97.331229,chickpea
18,21,40,27.044528,84.446355,6.242415,104.469622,pomegranate
22,147,183,28.739653,82.543424,5.8616,67.029104,grapes
26,20,30,27.660259,90.287554,5.577414,188.930255,coconut
120,87,48,28.085853,85.373877,5.58825,91.962228,banana
15,22,39,16.350555,84.601274,6.375315,83.739147,pomegranate
91,44,33,27.56004,82.536874,6.405572,235.276247,rice
97,81,65,28.773913,86.544245,6.139015,90.773935,banana
97,74,45,27.403566,76.163153,5.699896,94.677667,banana
109,76,35,31.488963,76.411087,5.476385,127.0744,banana
113,35,20,21.856046,74.824896,6.611889,117.279709,cotton
102,19,61,27.982346,82.934108,6.459197,57.710178,watermelon
16,49,16,26.471041,80.639712,6.872887,42.186198,mungbean
21,34,29,36.397646,39.855629,6.077529,112.497925,mango
23,22,48,21.96108,91.48399,7.001118,138.205111,pomegranate
115,10,50,27.322611,91.856114,6.661006,30.355507,muskmelon
19,13,14,22.990056,99.413318,7.165502,114.849004,orange
81,48,13,25.090667,61.249947,5.677367,76.437697,maize
98,88,61,29.463308,74.764324,6.077958,122.014388,banana
68,53,51,24.254903,84.305408,7.191491,200.426639,jute
97,29,26,29.003278,58.178368,6.43119,141.104352,coffee
36,61,15,31.937265,66.07826,6.8283,66.679934,blackgram
22,50,15,28.837042,47.74982,6.646848,52.893283,mothbeans
90,11,42,28.351466,93.51247,6.391481,6.154372,muskmelon
41,72,26,30.594788,62.992595,6.720583,70.862659,blackgram
30,140,204,21.438416,84.284565,5.610605,88.999919,grapes
21,124,205,27.629185,84.899317,6.269191,62.190541,grapes
125,57,6,24.177669,71.42133,7.876715,72.978132,cotton
24,146,202,22.277504,85.534427,5.353521,53.778799,grapes
26,62,17,30.983107,44.007632,5.579954,146.059492,pigeonpeas
16,21,6,19.208035,93.451501,6.898157,87.807813,orange
17,36,19,28.025129,56.989918,7.279838,50.405848,mothbeans
18,28,33,33.618461,50.054281,6.455584,108.62034,mango
70,47,40,23.657337,78.247433,6.60766,195.246152,jute
19,28,25,32.606984,49.733071,5.689619,89.574142,mango
17,75,19,25.819063,75.899071,7.315442,46.931583,lentil
20,37,16,26.363746,61.137504,6.741508,61.683793,mothbeans
13,49,17,27.39382,88.783455,7.169377,46.274553,mungbean
39,60,45,34.959117,88.858694,6.390945,102.579954,papaya
20,19,15,22.198928,93.567903,7.67143,67.519458,orange
96,60,51,23.627743,80.612237,6.246116,95.462471,banana
21,13,19,26.979285,93.836762,5.644636,181.567902,coconut
16,21,27,30.221688,46.972129,5.986578,96.185717,mango
46,62,25,30.120993,65.037484,7.90036,55.332326,blackgram
90,49,25,18.886099,67.336402,6.655852,86.64568,maize
103,21,48,26.024652,95.548686,6.727716,25.573348,muskmelon
41,64,17,30.435021,72.242585,6.11798,63.572727,blackgram
84,58,46,25.903704,85.534317,6.013401,161.954236,jute
87,93,45,25.228505,80.519185,5.643938,134.674878,banana
19,10,11,23.850339,82.945874,6.666265,96.178912,orange
22,79,20,22.816357,50.688126,7.173665,37.85244,lentil
70,47,21,26.476251,57.213168,6.693729,80.720223,maize
21,30,19,28.816178,84.889823,7.21651,53.217801,mungbean
130,40,17,29.68011,76.581818,7.196884,88.431384,cotton
118,49,15,22.012189,82.544229,7.853839,95.0497,cotton
103,32,33,27.249547,56.690004,6.607856,119.145592,coffee
17,40,20,29.461489,91.986842,6.502014,44.024275,mungbean
23,76,16,17.461506,21.188077,5.579985,104.047131,kidneybeans
37,66,65,17.28826,19.894555,7.946233,62.484767,chickpea
23,56,24,27.580686,81.68063,6.454565,50.962409,mungbean
16,11,35,22.878023,92.527127,6.491888,130.136676,pomegranate
18,59,21,23.837137,62.188,7.241281,46.294306,lentil
17,87,19,23.954133,60.285866,7.338888,54.671874,lentil
71,63,33,21.878717,86.932443,6.716665,254.723595,rice
105,15,35,24.699264,86.727391,6.906157,39.281687,watermelon
70,58,28,21.687082,77.658461,6.776798,214.805627,jute
16,16,32,20.827548,94.05908,7.149994,126.206103,pomegranate
24,68,14,22.205681,71.83943,6.671526,46.438288,lentil
37,61,23,28.281138,69.867573,6.747019,44.28844,blackgram
28,145,207,25.496358,88.790495,6.032833,79.691945,grapes
23,26,30,32.150517,57.22397,5.13791,103.767861,mango
73,44,36,26.478417,82.246011,5.976916,260.676347,rice
69,48,31,23.579237,86.212011,6.724872,128.013326,jute
83,76,50,29.674762,81.997877,6.024189,82.454724,banana
122,47,21,28.087825,79.91141,7.202691,110.772642,cotton
78,50,37,23.145289,88.530035,7.664656,178.582167,jute
30,63,79,19.219713,13.916975,7.806283,68.007377,chickpea
17,15,33,26.714564,98.035279,5.400897,144.701943,coconut
17,49,17,28.871377,92.036524,6.942242,54.086084,mungbean
22,81,25,25.540795,51.168504,5.282743,160.447806,pigeonpeas
96,86,49,25.692134,85.561843,5.92208,145.974165,banana
96,88,49,28.989846,85.79654,6.323268,114.410197,banana
17,77,25,23.830394,54.536473,6.673318,40.001786,lentil
19,56,23,28.530366,82.100774,6.958235,49.193812,mungbean
50,63,49,32.963883,90.769643,6.455394,158.750866,papaya
22,73,22,20.139233,24.691445,6.136726,99.689389,kidneybeans
119,11,55,24.450796,83.756886,6.373159,42.965657,watermelon
23,17,30,25.986514,99.9,6.937037,169.035382,coconut
21,84,13,20.479412,19.352071,6.070355,105.287217,kidneybeans
76,46,24,24.230807,52.588863,6.890616,112.601827,maize
15,19,29,35.708076,48.985967,5.726702,73.371345,mango
19,131,194,21.431193,84.965279,6.114183,88.135153,grapes
18,47,30,25.352635,42.588944,7.213436,44.213569,mothbeans
50,67,46,35.850781,96.841999,7.133015,129.797043,papaya
22,17,10,24.124614,90.315336,6.434215,124.459939,orange
83,58,45,23.460092,82.223935,5.998988,235.444606,rice
22,17,32,25.138959,95.392118,5.845503,181.791817,coconut
40,59,23,34.349347,65.897964,7.102008,69.014222,blackgram
18,59,23,24.868618,62.779834,6.13813,60.444122,lentil
96,10,52,26.128963,85.354809,6.413269,48.072421,watermelon
18,29,40,34.478513,38.663369,6.030829,92.329651,mango
22,26,19,37.185621,60.675154,6.08907,83.701943,mango
24,48,26,27.676047,41.75787,5.369875,182.527861,pigeonpeas
22,16,47,19.527618,86.572389,5.324772,140.457364,pomegranate
19,54,17,27.001285,85.113854,6.229215,67.205439,mungbean
17,67,15,21.246256,14.856534,5.756148,109.51661,kidneybeans
18,41,14,32.449543,61.688034,7.668147,38.77105,mothbeans
25,18,26,28.19801,99.9,6.166683,189.688163,coconut
20,72,29,16.971517,28.46885,5.941742,91.518239,kidneybeans
84,39,49,22.52512,81.011754,6.725407,199.074071,rice
13,46,18,27.700244,85.541437,6.805707,47.49883,mungbean
76,43,36,26.348181,83.919927,5.895646,263.535858,rice
21,20,53,20.577633,94.029219,6.446955,131.668122,pomegranate
85,42,31,21.535865,86.680497,6.317967,166.862165,jute
19,54,6,25.094924,66.136987,6.786065,44.938059,lentil
19,50,25,29.944631,46.841884,7.228063,50.353114,mothbeans
18,63,24,24.790274,50.323249,6.287184,138.736073,pigeonpeas
12,17,31,24.154322,93.336586,6.050986,91.679096,pomegranate
19,50,19,26.573971,58.639679,6.990305,51.176133,mothbeans
39,61,15,27.742518,64.36554,7.39349,58.338858,blackgram
50,65,45,32.417777,99.035479,7.093837,158.813446,papaya
80,38,24,28.872228,59.128507,7.025946,146.780005,coffee
95,84,43,27.284072,74.344678,6.15235,140.298276,banana
18,22,35,33.050564,51.211908,6.070543,94.434693,mango
39,70,80,20.318904,15.693541,7.505242,77.1068,chickpea
92,20,55,29.279822,98.36403,6.284486,23.50354,muskmelon
19,27,36,28.811627,44.124133,5.025828,86.762616,mango
36,64,16,31.743246,63.727441,7.733064,73.170349,blackgram
89,17,49,29.343169,93.566032,6.65188,22.508262,muskmelon
